birthday,chamber,title,first_name,middle_name,last_name,name_suffix,nickname,party,state,state_name,term_start,term_end,in_office,phone,twitter_id
1843-05-20,house,Rep,Rousseau,Owen,Crump,,,R,MI,Michigan,1901-12-02,1903-03-03,false,,
1843-05-26,house,Rep,Thomas,James,Creamer,,,D,NY,New York,1901-12-02,1903-03-03,false,,
1851-06-07,house,Rep,John,Blaisdell,Corliss,,,R,MI,Michigan,1901-12-02,1903-03-03,false,,
1848-07-28,house,Rep,James,,Cooney,,,D,MO,Missouri,1901-12-02,1903-03-03,false,,
1853-12-27,house,Rep,Frank,Leslie,Coombs,,,R,CA,California,1901-12-02,1903-03-03,false,,
1868-09-12,house,Rep,Joseph,Aloysius,Conry,,,D,MA,Massachusetts,1901-12-02,1903-03-03,false,,
1839-01-08,senate,Sen,William,Andrews,Clark,,,D,MT,Montana,1901-12-02,1907-03-03,false,,
1858-11-05,senate,Sen,Edward,Ward,Carmack,,,D,TN,Tennessee,1901-12-02,1907-03-03,false,,
1852-11-16,senate,Sen,Joseph,Ralph,Burton,,,R,KS,Kansas,1901-12-02,1907-03-03,false,,
1847-08-01,house,Rep,Robert,Emmet,Burke,,,D,TX,Texas,1901-12-02,1903-03-03,false,,
1854-09-29,house,Rep,Melville,,Bull,,,R,RI,Rhode Island,1901-12-02,1903-03-03,false,,
1843-03-07,house,Rep,Marriott,,Brosius,,,R,PA,Pennsylvania,1901-12-02,1903-03-03,false,,
1848-05-11,house,Rep,Jacob,Henry,Bromwell,,,R,OH,Ohio,1901-12-02,1903-03-03,false,,
1840-06-05,house,Rep,Henry,,Bristow,,,R,NY,New York,1901-12-02,1903-03-03,false,,
1839-02-09,house,Rep,Charles,Addison,Boutelle,,,R,ME,Maine,1901-12-02,1903-03-03,false,,
1838-10-01,senate,Sen,Joseph,Clay Stiles,Blackburn,,,D,KY,Kentucky,1901-12-02,1907-03-03,false,,
1841-01-07,house,Rep,Alexander,,Billmeyer,,,D,PA,Pennsylvania,1901-12-02,1903-03-03,false,,
1841-05-15,senate,Sen,James,Henderson,Berry,,,D,AR,Arkansas,1901-12-02,1907-03-03,false,,
1858-11-12,house,Rep,Oliver,Hazard Perry,Belmont,,,D,NY,New York,1901-12-02,1903-03-03,false,,
1854-03-24,house,Rep,John,Dillard,Bellamy,,,D,NC,North Carolina,1901-12-02,1903-03-03,false,,
1851-12-11,house,Rep,John,Calhoun,Bell,,,Populist,CO,Colorado,1901-12-02,1903-03-03,false,,
1846-01-31,house,Rep,Samuel,Stebbins,Barney,,,R,WI,Wisconsin,1901-12-02,1903-03-03,false,,
1841-04-15,house,Rep,Henry,Harrison,Aplin,,,R,MI,Michigan,1901-12-02,1903-03-03,false,,
1854-06-24,house,Rep,Henry,Dixon,Allen,,,D,KY,Kentucky,1901-12-02,1903-03-03,false,,
1841-12-08,senate,Sen,Thomas,Robert,Bard,,,R,CA,California,1900-01-01,1905-03-03,false,,
1844-03-03,house,Rep,Edward,Danner,Ziegler,,,D,PA,Pennsylvania,1899-12-04,1901-03-03,false,,
1860-05-17,house,Rep,William,Albin,Young,,,D,VA,Virginia,1899-12-04,1901-03-03,false,,
1843-09-02,house,Rep,Richard,Alsop,Wise,,,R,VA,Virginia,1899-12-04,1901-03-03,false,,
1860-01-10,house,Rep,Stanyarne,,Wilson,,,D,SC,South Carolina,1899-12-04,1901-03-03,false,,
1861-02-25,house,Rep,Edgar,,Wilson,,,Silver Republican,ID,Idaho,1899-12-04,1901-03-03,false,,
1852-12-18,house,Rep,George,Henry,White,,,R,NC,North Carolina,1899-12-04,1901-03-03,false,,
1836-09-10,house,Rep,Joseph,,Wheeler,,,D,AL,Alabama,1899-12-04,1901-03-03,false,,
1850-08-25,house,Rep,George,Warren,Weymouth,,,R,MA,Massachusetts,1899-12-04,1901-03-03,false,,
1851-04-01,house,Rep,Walter,Lowrie,Weaver,,,R,OH,Ohio,1899-12-04,1901-03-03,false,,
1843-06-06,house,Rep,Russell,Judson,Waters,,,R,CA,California,1899-12-04,1901-03-03,false,,
1848-02-19,house,Rep,John,Quincy,Underhill,,,D,NY,New York,1899-12-04,1901-03-03,false,,
1867-10-19,house,Rep,Oscar,,Turner,,,D,KY,Kentucky,1899-12-04,1901-03-03,false,,
1847-10-04,house,Rep,Joseph,Earlston,Thropp,,,R,PA,Pennsylvania,1899-12-04,1901-03-03,false,,
1850-09-27,house,Rep,William,Leake,Terry,,,D,AR,Arkansas,1899-12-04,1901-03-03,false,,
1862-04-27,house,Rep,Roderick,Dhu,Sutherland,,,Populist,NE,Nebraska,1899-12-04,1901-03-03,false,,
1827-08-09,senate,Sen,William,Morris,Stewart,,,R,NV,Nevada,1899-12-04,1905-03-03,false,,
1829-09-12,house,Rep,Alexander,,Stewart,,,R,WI,Wisconsin,1899-12-04,1901-03-03,false,,
1856-04-04,house,Rep,Jesse,Francis,Stallings,,,D,AL,Alabama,1899-12-04,1901-03-03,false,,
1857-06-10,house,Rep,Charles,Franklin,Sprague,,,R,MA,Massachusetts,1899-12-04,1901-03-03,false,,
1848-12-01,house,Rep,Evan,Evans,Settle,,,D,KY,Kentucky,1899-12-04,1901-03-03,false,,
1858-10-16,house,Rep,James,Wilfrid,Ryan,,,D,PA,Pennsylvania,1899-12-04,1901-03-03,false,,
1826-04-30,senate,Sen,Jonathan,,Ross,,,R,VT,Vermont,1899-12-04,1901-03-03,false,,
1858-09-26,house,Rep,Gaston,Ahi,Robbins,,,D,AL,Alabama,1899-12-04,1901-03-03,false,,
1844-05-09,house,Rep,Edwin,Reed,Ridgely,,,Populist,KS,Kansas,1899-12-04,1901-03-03,false,,
1839-10-18,house,Rep,Thomas,Brackett,Reed,,,R,ME,Maine,1899-12-04,1901-03-03,false,,
1848-09-25,house,Rep,Julian,Minor,Quarles,,,D,VA,Virginia,1899-12-04,1901-03-03,false,,
1843-12-16,senate,Sen,Joseph,Very,Quarles,,,R,WI,Wisconsin,1899-12-04,1905-03-03,false,,
1850-01-28,house,Rep,Samuel,Johnson,Pugh,,,R,KY,Kentucky,1899-12-04,1901-03-03,false,,
1835-05-29,house,Rep,Horace,Henry,Powers,,,R,VT,Vermont,1899-12-04,1901-03-03,false,,
1856-03-16,house,Rep,Fremont,Orestes,Phillips,,,R,OH,Ohio,1899-12-04,1901-03-03,false,,
1852-04-22,house,Rep,Pedro,,Perea,,,R,NM,New Mexico,1899-12-04,1901-03-03,false,,
1852-01-26,house,Rep,Richmond,,Pearson,,,R,NC,North Carolina,1899-12-04,1901-03-03,false,,
1842-05-29,house,Rep,Charles,Edward,Pearce,,,R,MO,Missouri,1899-12-04,1901-03-03,false,,
1851-10-11,house,Rep,Horace,Billings,Packer,,,R,PA,Pennsylvania,1899-12-04,1901-03-03,false,,
1863-03-31,house,Rep,James,Mary Early,O'Grady,,,R,NY,New York,1899-12-04,1901-03-03,false,,
1843-10-08,house,Rep,James,,Norton,,,D,SC,South Carolina,1899-12-04,1901-03-03,false,,
1861-10-23,house,Rep,Edward,Thomas,Noonan,,,D,IL,Illinois,1899-12-04,1901-03-03,false,,
1856-08-26,house,Rep,William,Smith,Mesick,,,R,MI,Michigan,1899-12-04,1901-03-03,false,,
1849-11-14,house,Rep,David,,Meekison,,,D,OH,Ohio,1899-12-04,1901-03-03,false,,
1848-02-14,house,Rep,Smith,,McPherson,,,R,IA,Iowa,1899-12-04,1901-03-03,false,,
1853-09-25,house,Rep,John,Anderson,McDowell,,,D,OH,Ohio,1899-12-04,1901-03-03,false,,
1846-10-28,senate,Sen,Louis,Emory,McComas,,,R,MD,Maryland,1899-12-04,1905-03-03,false,,
1838-01-06,house,Rep,William,,McAleer,,,D,PA,Pennsylvania,1899-12-04,1901-03-03,false,,
1870-07-10,house,Rep,Mitchell,,May,,,D,NY,New York,1899-12-04,1901-03-03,false,,
1840-05-23,house,Rep,Archibald,,Lybrand,,,R,OH,Ohio,1899-12-04,1901-03-03,false,,
1841-12-26,house,Rep,Romulus,Zachariah,Linney,,,R,NC,North Carolina,1899-12-04,1901-03-03,false,,
1856-01-27,house,Rep,John,Jacob,Lentz,,,D,OH,Ohio,1899-12-04,1901-03-03,false,,
1858-05-06,house,Rep,Joseph,Reed,Lane,,,R,IA,Iowa,1899-12-04,1901-03-03,false,,
1852-06-23,house,Rep,Winfield,Scott,Kerr,,,R,OH,Ohio,1899-12-04,1901-03-03,false,,
1861-01-10,house,Rep,Josiah,Leeds,Kerr,,,R,MD,Maryland,1899-12-04,1901-03-03,false,,
1845-04-10,house,Rep,David,Emmons,Johnston,,,D,WV,West Virginia,1899-12-04,1901-03-03,false,,
1856-11-24,house,Rep,Warren,Brewster,Hooker,,,R,NY,New York,1899-12-04,1901-03-03,false,,
1854-09-20,house,Rep,Walter,Oakley,Hoffecker,,,R,DE,Delaware,1899-12-04,1901-03-03,false,,
1827-09-12,house,Rep,John,Henry,Hoffecker,,,R,DE,Delaware,1899-12-04,1901-03-03,false,,
1843-02-12,house,Rep,Patrick,,Henry,,,D,MS,Mississippi,1899-12-04,1901-03-03,false,,
1840-12-22,senate,Sen,Monroe,Leland,Hayward,,,R,NE,Nebraska,1899-12-04,1899-12-31,false,,
1849-10-25,house,Rep,Robert,Bradley,Hawley,,,R,TX,Texas,1899-12-04,1901-03-03,false,,
1826-10-31,senate,Sen,Joseph,Roswell,Hawley,,,R,CT,Connecticut,1899-12-04,1905-03-03,false,,
1825-08-08,house,Rep,Alfred,Crout,Harmer,,,R,PA,Pennsylvania,1899-12-04,1901-03-03,false,,
1837-09-24,senate,Sen,Marcus,Alonzo,Hanna,,,R,OH,Ohio,1899-12-04,1905-03-03,false,,
1836-05-24,house,Rep,William,Wallace,Grout,,,R,VT,Vermont,1899-12-04,1901-03-03,false,,
1849-10-03,house,Rep,William,Laury,Greene,,,Populist,NE,Nebraska,1899-12-04,1901-03-03,false,,
1871-09-27,house,Rep,Martin,Henry,Glynn,,,D,NY,New York,1899-12-04,1901-03-03,false,,
1865-02-22,house,Rep,June,Ward,Gayle,,,D,KY,Kentucky,1899-12-04,1901-03-03,false,,
1838-04-24,house,Rep,Athelston,,Gaston,,,D,PA,Pennsylvania,1899-12-04,1901-03-03,false,,
1846-11-09,house,Rep,Romeo,Hoyt,Freer,,,R,WV,West Virginia,1899-12-04,1901-03-03,false,,
1837-01-28,senate,Sen,Addison,Gardner,Foster,,,R,WA,Washington,1899-12-04,1905-03-03,false,,
1850-09-20,house,Rep,Thomas,Young,Fitzpatrick,,,D,KY,Kentucky,1899-12-04,1901-03-03,false,,
1854-06-09,house,Rep,George,Washington,Faris,,,R,IN,Indiana,1899-12-04,1901-03-03,false,,
1837-01-24,house,Rep,Daniel,,Ermentrout,,,D,PA,Pennsylvania,1899-12-04,1901-03-03,false,,
1865-08-20,house,Rep,Sydney,Parham,Epes,,,D,VA,Virginia,1899-12-04,1901-03-03,false,,
1865-05-02,house,Rep,Edmund,Hope,Driggs,,,D,NY,New York,1899-12-04,1901-03-03,false,,
1832-02-15,house,Rep,Nelson,,Dingley,Jr.,,R,ME,Maine,1899-12-04,1901-03-03,false,,
1865-08-15,house,Rep,Marion,,De Vries,,,D,CA,California,1899-12-04,1901-03-03,false,,
1838-06-16,senate,Sen,Cushman,Kellogg,Davis,,,R,MN,Minnesota,1899-12-04,1901-03-03,false,,
1861-07-21,house,Rep,Stanley,Woodward,Davenport,,,D,PA,Pennsylvania,1899-12-04,1901-03-03,false,,
1834-01-15,house,Rep,Samuel,Arza,Davenport,,,R,PA,Pennsylvania,1899-12-04,1901-03-03,false,,
1829-10-18,house,Rep,Lorenzo,,Danford,,,R,OH,Ohio,1899-12-04,1901-03-03,false,,
1851-06-04,house,Rep,William,Davis,Daly,,,D,NJ,New Jersey,1899-12-04,1901-03-03,false,,
1858-10-05,house,Rep,Thomas,,Cusack,,,D,IL,Illinois,1899-12-04,1901-03-03,false,,
1837-01-06,house,Rep,Nicholas,Nichols,Cox,,,D,TN,Tennessee,1899-12-04,1901-03-03,false,,
1834-10-01,senate,Sen,Francis,Marion,Cockrell,,,D,MO,Missouri,1899-12-04,1905-03-03,false,,
1858-03-14,house,Rep,Aaron,Van Schaick,Cochrane,,,R,NY,New York,1899-12-04,1901-03-03,false,,
1862-10-19,house,Rep,Bertram,Tracy,Clayton,,,D,NY,New York,1899-12-04,1901-03-03,false,,
1850-09-10,house,Rep,Frank,Gay,Clarke,,,R,NH,New Hampshire,1899-12-04,1901-03-03,false,,
1843-11-26,house,Rep,Charles,Addison,Chickering,,,R,NY,New York,1899-12-04,1901-03-03,false,,
1867-06-11,house,Rep,William,Astor,Chanler,,,D,NY,New York,1899-12-04,1901-03-03,false,,
1847-01-11,house,Rep,Thomas,Clendinen,Catchings,,,D,MS,Mississippi,1899-12-04,1901-03-03,false,,
1857-12-12,house,Rep,Albert,James,Campbell,,,D,MT,Montana,1899-12-04,1901-03-03,false,,
1841-01-04,house,Rep,Seth,W.,Brown,,,R,OH,Ohio,1899-12-04,1901-03-03,false,,
1844-03-15,house,Rep,Willis,,Brewer,,,D,AL,Alabama,1899-12-04,1901-03-03,false,,
1832-02-02,house,Rep,John,Lewis,Brenner,,,D,OH,Ohio,1899-12-04,1901-03-03,false,,
1870-01-02,house,Rep,Thomas,Joseph,Bradley,,,D,NY,New York,1899-12-04,1901-03-03,false,,
1835-08-19,house,Rep,Richard,Parks,Bland,,,D,MO,Missouri,1899-12-04,1901-03-03,false,,
1836-05-13,house,Rep,Albert,Seaton,Berry,,,D,KY,Kentucky,1899-12-04,1901-03-03,false,,
1826-10-07,senate,Sen,William,Brimage,Bate,,,D,TN,Tennessee,1899-12-04,1905-03-03,false,,
1843-07-17,house,Rep,John,All,Barham,,,R,CA,California,1899-12-04,1901-03-03,false,,
1848-10-25,house,Rep,Laird,Howard,Barber,,,D,PA,Pennsylvania,1899-12-04,1901-03-03,false,,
1840-07-22,house,Rep,William,Benjamin,Baker,,,R,MD,Maryland,1899-12-04,1901-03-03,false,,
1861-05-05,house,Rep,Samuel,Thomas,Baird,,,D,LA,Louisiana,1899-12-04,1901-03-03,false,,
1854-10-12,house,Rep,Willis,Joshua,Bailey,,,R,KS,Kansas,1899-12-04,1901-03-03,false,,
1840-12-27,house,Rep,John,Wilbur,Atwater,,,Populist,NC,North Carolina,1899-12-04,1901-03-03,false,,
1847-01-28,senate,Sen,William,Vincent,Allen,,,Populist,NE,Nebraska,1899-12-04,1901-12-31,false,,
1846-07-08,house,Rep,John,Mills,Allen,,,D,MS,Mississippi,1899-12-04,1901-03-03,false,,
1853-03-11,house,Rep,William,Farrington,Aldrich,,,R,AL,Alabama,1899-12-04,1901-03-03,false,,
1857-12-18,senate,Sen,William,Van Amberg,Sullivan,,,D,MS,Mississippi,1898-01-01,1901-03-03,false,,
1851-02-07,senate,Sen,Joseph,,Simon,,,R,OR,Oregon,1898-01-01,1903-03-03,false,,
1853-04-01,house,Rep,Jacob,,Yost,,,R,VA,Virginia,1897-03-15,1899-03-03,false,,
1841-05-25,house,Rep,Ashley,Bascom,Wright,,,R,MA,Massachusetts,1897-03-15,1899-03-03,false,,
1844-02-11,house,Rep,Francis,Henry,Wilson,,,R,NY,New York,1897-03-15,1899-03-03,false,,
1831-09-17,house,Rep,Morgan,B.,Williams,,,R,PA,Pennsylvania,1897-03-15,1899-03-03,false,,
1859-12-07,house,Rep,David,Forrest,Wilber,,,R,NY,New York,1897-03-15,1899-03-03,false,,
1848-03-07,house,Rep,George,Elon,White,,,R,IL,Illinois,1897-03-15,1899-03-03,false,,
1852-01-28,senate,Sen,George,Louis,Wellington,,,R,MD,Maryland,1897-03-15,1903-03-03,false,,
1856-09-02,house,Rep,William,Lukens,Ward,,,R,NY,New York,1897-03-15,1899-03-03,false,,
1829-12-21,house,Rep,Joseph,Henry,Walker,,,R,MA,Massachusetts,1897-03-15,1899-03-03,false,,
1832-08-27,house,Rep,James,Alexander,Walker,,,R,VA,Virginia,1897-03-15,1899-03-03,false,,
1852-10-11,house,Rep,William,Davis,Vincent,,,Populist,KS,Kansas,1897-03-15,1899-03-03,false,,
1830-12-06,senate,Sen,George,Graham,Vest,,,D,MO,Missouri,1897-03-15,1903-03-03,false,,
1842-12-20,house,Rep,John,Herman George,Vehslage,,,D,NY,New York,1897-03-15,1899-03-03,false,,
1834-04-03,house,Rep,Thomas,,Updegraff,,,R,IA,Iowa,1897-03-15,1899-03-03,false,,
1850-02-25,senate,Sen,George,,Turner,,,D,WA,Washington,1897-03-15,1903-03-03,false,,
1845-04-05,senate,Sen,Thomas,Battle,Turley,,,D,TN,Tennessee,1897-03-15,1901-03-03,false,,
1850-06-03,house,Rep,Albert,May,Todd,,,D,MI,Michigan,1897-03-15,1899-03-03,false,,
1850-03-12,house,Rep,Robert,Taylor,Thorp,,,R,VA,Virginia,1897-03-15,1899-03-03,false,,
1835-02-20,house,Rep,John,Cirby,Sturtevant,,,R,PA,Pennsylvania,1897-03-15,1899-03-03,false,,
1832-12-07,house,Rep,William,Franklin,Strowd,,,Populist,NC,North Carolina,1897-03-15,1899-03-03,false,,
1845-02-18,house,Rep,Jesse,Burr,Strode,,,R,NE,Nebraska,1897-03-15,1899-03-03,false,,
1846-12-25,house,Rep,Thomas,Jefferson,Strait,,,D,SC,South Carolina,1897-03-15,1899-03-03,false,,
1846-04-18,house,Rep,William,Alexis,Stone,,,R,PA,Pennsylvania,1897-03-15,1899-03-03,false,,
1843-06-29,house,Rep,Charles,Warren,Stone,,,R,PA,Pennsylvania,1897-03-15,1899-03-03,false,,
1836-11-12,house,Rep,George,,Spalding,,,R,MI,Michigan,1897-03-15,1899-03-03,false,,
1847-09-21,house,Rep,Horace,Greeley,Snover,,,R,MI,Michigan,1897-03-15,1899-03-03,false,,
1855-05-25,house,Rep,Harry,,Skinner,,,Populist,NC,North Carolina,1897-03-15,1899-03-03,false,,
1842-03-31,house,Rep,Jeremiah,,Simpson,,Jerry,Populist,KS,Kansas,1897-03-15,1899-03-03,false,,
1862-06-27,house,Rep,John,,Simpkins,,,R,MA,Massachusetts,1897-03-15,1899-03-03,false,,
1858-03-01,house,Rep,Alonzo,Craig,Shuford,,,Populist,NC,North Carolina,1897-03-15,1899-03-03,false,,
1839-02-12,house,Rep,Richard,Cutts,Shannon,,,R,NY,New York,1897-03-15,1899-03-03,false,,
1841-09-23,house,Rep,Joseph,Draper,Sayers,,,D,TX,Texas,1897-03-15,1899-03-03,false,,
1864-06-24,house,Rep,Edward,,Sauerhering,,,R,WI,Wisconsin,1897-03-15,1899-03-03,false,,
1847-01-19,house,Rep,Lemuel,Willard,Royse,,,R,IN,Indiana,1897-03-15,1899-03-03,false,,
1850-03-28,senate,Sen,Joseph,Lafayette,Rawlins,,,D,UT,Utah,1897-03-15,1903-03-03,false,,
1863-02-12,house,Rep,Lemuel,Ely,Quigg,,,R,NY,New York,1897-03-15,1899-03-03,false,,
1857-07-12,senate,Sen,Jeter,Connelly,Pritchard,,,R,NC,North Carolina,1897-03-15,1903-03-03,false,,
1843-06-08,house,Rep,Thomas,Scales,Plowman,,,D,AL,Alabama,1897-03-15,1899-03-03,false,,
1858-02-05,house,Rep,Mahlon,,Pitney,,,R,NJ,New Jersey,1897-03-15,1899-03-03,false,,
1844-09-03,house,Rep,Mason,Summers,Peters,,,Populist,KS,Kansas,1897-03-15,1899-03-03,false,,
1840-02-29,house,Rep,George,Douglas,Perkins,,,R,IA,Iowa,1897-03-15,1899-03-03,false,,
1858-06-19,house,Rep,John,Eugene,Osborne,,,D,WY,Wyoming,1897-03-15,1899-03-03,false,,
1842-10-21,house,Rep,Henry,Warren,Ogden,,,D,LA,Louisiana,1897-03-15,1899-03-03,false,,
1854-01-14,house,Rep,Benjamin,Baker,Odell,Jr.,,R,NY,New York,1897-03-15,1899-03-03,false,,
1833-06-19,house,Rep,Stephen,Asa,Northway,,,R,OH,Ohio,1897-03-15,1899-03-03,false,,
1810-04-14,senate,Sen,Justin,Smith,Morrill,,,R,VT,Vermont,1897-03-15,1899-03-03,false,,
1858-03-18,house,Rep,John,Murry,Mitchell,,,R,NY,New York,1897-03-15,1899-03-03,false,,
1838-02-25,house,Rep,Daniel,Webster,Mills,,,R,IL,Illinois,1897-03-15,1899-03-03,false,,
1831-12-12,house,Rep,Seth,Llewellyn,Milliken,,,R,ME,Maine,1897-03-15,1899-03-03,false,,
1847-04-02,house,Rep,Warren,,Miller,,,R,WV,West Virginia,1897-03-15,1899-03-03,false,,
1845-09-11,house,Rep,Benton,,McMillin,,,D,TN,Tennessee,1897-03-15,1899-03-03,false,,
1860-05-09,senate,Sen,John,Lowndes,McLaurin,,,D,SC,South Carolina,1897-03-15,1903-03-03,false,,
1850-06-30,house,Rep,William,Watson,McIntire,,,R,MD,Maryland,1897-03-15,1899-03-03,false,,
1854-02-26,house,Rep,Thomas,,McEwan,Jr.,,R,NJ,New Jersey,1897-03-15,1899-03-03,false,,
1837-05-24,house,Rep,John,,McDonald,,,R,MD,Maryland,1897-03-15,1899-03-03,false,,
1847-11-20,house,Rep,Nelson,B.,McCormick,,,Populist,KS,Kansas,1897-03-15,1899-03-03,false,,
1825-05-20,house,Rep,Samuel,,Maxwell,,,Populist,NE,Nebraska,1897-03-15,1899-03-03,false,,
1848-08-28,house,Rep,Charles,Henry,Martin,,,Populist,NC,North Carolina,1897-03-15,1899-03-03,false,,
1851-09-14,house,Rep,George,Alexander,Marshall,,,D,OH,Ohio,1897-03-15,1899-03-03,false,,
1864-09-28,house,Rep,Rowland,Blennerhassett,Mahany,,,R,NY,New York,1897-03-15,1899-03-03,false,,
1853-02-22,house,Rep,James,George,Maguire,,,D,CA,California,1897-03-15,1899-03-03,false,,
1836-05-06,house,Rep,Philip,Burrill,Low,,,R,NY,New York,1897-03-15,1899-03-03,false,,
1850-03-29,house,Rep,William,Franklin,Love,,,D,MS,Mississippi,1897-03-15,1899-03-03,false,,
1854-02-24,senate,Sen,James,Henderson,Kyle,,,R,SD,South Dakota,1897-03-15,1901-12-31,false,,
1858-10-23,house,Rep,Monroe,Henry,Kulp,,,R,PA,Pennsylvania,1897-03-15,1899-03-03,false,,
1846-10-10,house,Rep,Freeman,Tulley,Knowles,,,Populist,SD,South Dakota,1897-03-15,1899-03-03,false,,
1844-04-21,house,Rep,William,Sebring,Kirkpatrick,,,R,PA,Pennsylvania,1897-03-15,1899-03-03,false,,
1856-09-09,senate,Sen,Richard,Rolland,Kenney,,,D,DE,Delaware,1897-03-15,1901-03-03,false,,
1853-03-27,house,Rep,John,Edward,Kelley,,,Populist,SD,South Dakota,1897-03-15,1899-03-03,false,,
1855-04-05,house,Rep,William,Carey,Jones,,,Silver Republican,WA,Washington,1897-03-15,1899-03-03,false,,
1829-01-27,senate,Sen,John,Percival,Jones,,,R,NV,Nevada,1897-03-15,1903-03-03,false,,
1839-09-29,senate,Sen,James,Kimbrough,Jones,,,D,AR,Arkansas,1897-03-15,1903-03-03,false,,
1850-10-28,house,Rep,Henry,Underwood,Johnson,,,R,IN,Indiana,1897-03-15,1899-03-03,false,,
1843-03-14,house,Rep,Denis,Michael,Hurley,,,R,NY,New York,1897-03-15,1899-03-03,false,,
1831-12-17,house,Rep,Andrew,Jackson,Hunter,,,D,IL,Illinois,1897-03-15,1899-03-03,false,,
1839-01-27,house,Rep,James,Robinson,Howe,,,R,NY,New York,1897-03-15,1899-03-03,false,,
1862-12-18,house,Rep,Milford,Wriarson,Howard,,,Populist,AL,Alabama,1897-03-15,1899-03-03,false,,
1822-09-06,house,Rep,William,Steele,Holman,,,D,IN,Indiana,1897-03-15,1899-03-03,false,,
1850-05-27,house,Rep,William,Henry,Hinrichsen,,,D,IL,Illinois,1897-03-15,1899-03-03,false,,
1834-12-09,house,Rep,Samuel,Greeley,Hilborn,,,R,CA,California,1897-03-15,1899-03-03,false,,
1844-08-01,house,Rep,Josiah,Duane,Hicks,,,R,PA,Pennsylvania,1897-03-15,1899-03-03,false,,
1849-07-01,house,Rep,Charles,Lewis,Henry,,,R,IN,Indiana,1897-03-15,1899-03-03,false,,
1859-01-12,senate,Sen,Henry,,Heitfeld,,,D,ID,Idaho,1897-03-15,1903-03-03,false,,
1861-03-01,house,Rep,Charles,Sampson,Hartman,,,Silver Republican,MT,Montana,1897-03-15,1899-03-03,false,,
1841-10-29,senate,Sen,William,Alexander,Harris,,,Populist,KS,Kansas,1897-03-15,1903-03-03,false,,
1861-12-24,house,Rep,Levin,Irving,Handy,,,D,DE,Delaware,1897-03-15,1899-03-03,false,,
1850-10-29,house,Rep,Alva,Lysander,Hager,,,R,IA,Iowa,1897-03-15,1899-03-03,false,,
1843-03-06,house,Rep,James,,Gunn,,,Populist,ID,Idaho,1897-03-15,1899-03-03,false,,
1842-09-09,house,Rep,Michael,,Griffin,,,R,WI,Wisconsin,1897-03-15,1899-03-03,false,,
1866-09-08,house,Rep,John,Edgar,Fowler,,,Populist,NC,North Carolina,1897-03-15,1899-03-03,false,,
1864-04-07,house,Rep,Wallace,Turner,Foote,Jr.,,R,NY,New York,1897-03-15,1899-03-03,false,,
1858-08-17,house,Rep,Israel,Frederick,Fischer,,,R,NY,New York,1897-03-15,1899-03-03,false,,
1844-05-07,house,Rep,Lucien,Jerome,Fenton,,,R,OH,Ohio,1897-03-15,1899-03-03,false,,
1842-09-18,house,Rep,Walter,,Evans,,,R,KY,Kentucky,1897-03-15,1899-03-03,false,,
1847-04-30,senate,Sen,Joseph,Haynsworth,Earle,,,D,SC,South Carolina,1897-03-15,1897-12-31,false,,
1852-08-12,house,Rep,Charles,Phillips,Dorr,,,R,WV,West Virginia,1897-03-15,1899-03-03,false,,
1845-02-11,house,Rep,Alexander,Monroe,Dockery,,,D,MO,Missouri,1897-03-15,1899-03-03,false,,
1849-06-30,senate,Sen,William,Joseph,Deboe,,,R,KY,Kentucky,1897-03-15,1903-03-03,false,,
1855-03-23,house,Rep,George,Mosby,Davison,,,R,KY,Kentucky,1897-03-15,1899-03-03,false,,
1844-04-01,house,Rep,George,Martin,Curtis,,,R,IA,Iowa,1897-03-15,1899-03-03,false,,
,house,Rep,John,Walter,Cranford,,,D,TX,Texas,1897-03-15,1899-03-03,false,,
1849-10-17,house,Rep,Edward,Dean,Cooke,,,R,IL,Illinois,1897-03-15,1899-03-03,false,,
1843-03-08,house,Rep,James,Austin,Connolly,,,R,IL,Illinois,1897-03-15,1899-03-03,false,,
1861-04-01,house,Rep,David,Grant,Colson,,,R,KY,Kentucky,1897-03-15,1899-03-03,false,,
1849-07-08,house,Rep,James,Hodge,Codding,,,R,PA,Pennsylvania,1897-03-15,1899-03-03,false,,
1842-10-11,house,Rep,Samuel,Mercer,Clark,,,R,IA,Iowa,1897-03-15,1899-03-03,false,,
1828-08-30,house,Rep,John,Daniel,Clardy,,,D,KY,Kentucky,1897-03-15,1899-03-03,false,,
1848-10-04,house,Rep,Curtis,Harvey,Castle,,,Populist,CA,California,1897-03-15,1899-03-03,false,,
1853-05-04,house,Rep,James,Romulus,Campbell,,,D,IL,Illinois,1897-03-15,1899-03-03,false,,
1852-12-19,house,Rep,James,Yancy,Callahan,,,Free Silver,OK,Oklahoma,1897-03-15,1899-03-03,false,,
1858-01-08,house,Rep,Ferdinand,,Brucker,,,D,MI,Michigan,1897-03-15,1899-03-03,false,,
1839-09-23,house,Rep,Case,,Broderick,,,R,KS,Kansas,1897-03-15,1899-03-03,false,,
1845-09-07,house,Rep,Henry,Colvin,Brewster,,,R,NY,New York,1897-03-15,1899-03-03,false,,
1849-04-24,house,Rep,Jeremiah,Dunham,Botkin,,,Populist,KS,Kansas,1897-03-15,1899-03-03,false,,
1862-01-09,house,Rep,William,Samuel,Booze,,,R,MD,Maryland,1897-03-15,1899-03-03,false,,
